disappear_time,name,lat,lng,id
1.469300294662576e+09,Sandshrew,19.60566779429397,-98.98186102790407,27
1.469300261633571e+09,Paras,19.606803668399174,-98.9812569173535,46
1.469299922591593e+09,Doduo,19.60688826506477,-98.97771864853614,84
1.469300150592854e+09,Ekans,19.60898167044106,-98.97823643405052,23
1.469299815593718e+09,Rhyhorn,19.60822298204338,-98.97866792457799,111
1.469300483594517e+09,Charmander,19.607573678658984,-98.978754222967,4
1.469299795533712e+09,Pidgey,19.602474092480307,-98.97754605412074,16
1.469299986493558e+09,Ponyta,19.60232917752815,-98.9822925382746,77
1.46930001949531e+09,Rattata,19.602252666350342,-98.98013501004273,19
1.469300375496101e+09,Sandshrew,19.602344806941527,-98.98013501004273,27
1.469300146522214e+09,Paras,19.60174774257724,-98.98470903999629,46
1.469299985523928e+09,Ponyta,19.60232917752815,-98.9822925382746,77
1.469299892543171e+09,Pidgey,19.60656921861389,-98.98410490762242,16
1.469300146544878e+09,Rattata,19.608833914654106,-98.98488165009613,19
1.469300147510983e+09,Rattata,19.608833914654106,-98.98488165009613,19
1.469300261509127e+09,Paras,19.606803668399174,-98.9812569173535,46
1.469299922484118e+09,Doduo,19.60688826506477,-98.97771864853614,84
1.469300150487008e+09,Ekans,19.60898167044106,-98.97823643405052,23
1.469299815488089e+09,Rhyhorn,19.60822298204338,-98.97866792457799,111
1.469300483489552e+09,Charmander,19.607573678658984,-98.978754222967,4
1.469299922479013e+09,Doduo,19.60688826506477,-98.97771864853614,84
1.469300150480099e+09,Ekans,19.60898167044106,-98.97823643405052,23
1.469299815480432e+09,Rhyhorn,19.60822298204338,-98.97866792457799,111
1.469300483480754e+09,Charmander,19.607573678658984,-98.978754222967,4
1.469299923424704e+09,Doduo,19.60688826506477,-98.97771864853614,84
1.469300241380954e+09,Meowth,19.6039079166201,-98.97651049556717,52
1.469299795334781e+09,Pidgey,19.602474092480307,-98.97754605412074,16
1.46930008537167e+09,Rattata,19.600157644423067,-98.97780494588561,19
1.469300085321103e+09,Rattata,19.600157644423067,-98.97780494588561,19
1.468878817219344e+09,Paras,19.59916352710087,-98.98479534499899,46
1.469299880220855e+09,Rhyhorn,19.599071387948708,-98.98479534499899,111
1.469299816185299e+09,Pidgey,19.598344477763625,-98.98643515799714,16
1.469300457186957e+09,Paras,19.599358004524266,-98.98643515799714,46
1.469300461187981e+09,Abra,19.59935369142546,-98.98652146488894,63
1.46930013818902e+09,Rattata,19.599248613042985,-98.98678038613109,19
1.46929987615801e+09,Pidgey,19.601969644588795,-98.9876434630773,16
1.46930020515943e+09,Pidgey,19.600872604246554,-98.9874708469325,16
1.469300359225207e+09,Primeape,19.604022595865164,-98.98712561577622,57
1.468878817231584e+09,Mankey,19.606887560236185,-98.98695300076476,56
1.469299813232852e+09,Geodude,19.6067781608395,-98.98729823116547,74
1.469300035233596e+09,Pidgey,19.60880371565467,-98.98548578842106,16
1.469300610244998e+09,Rattata,19.60984036757315,-98.9868666934007,19
1.469300638246429e+09,Rattata,19.611547884935188,-98.98772977129137,19
1.469299960246787e+09,Ekans,19.610682580099034,-98.98660777187521,23
1.46930008424713e+09,Eevee,19.610770405657895,-98.98669407895592,133
1.469300394247511e+09,Pidgey,19.609503528457672,-98.98807500509207,16
1.469300639232974e+09,Rattata,19.611547884935188,-98.98772977129137,19
1.469299961234325e+09,Ekans,19.610682580099034,-98.98660777187521,23
1.469300084235322e+09,Eevee,19.610770405657895,-98.98669407895592,133
1.469300145196676e+09,Rattata,19.608833914654106,-98.98488165009613,19
1.469300204198654e+09,Rattata,19.60973375263288,-98.98531317699879,19
1.469300265126414e+09,Ekans,19.609701565450752,-98.9785816262835,23
1.469299831072027e+09,Rattata,19.61177180616635,-98.97771864853614,19
1.469299916073376e+09,Arbok,19.612061166234135,-98.9774597570548,24
1.469300265074159e+09,Ekans,19.609701565450752,-98.9785816262835,23
1.469300025042971e+09,Paras,19.61175129037582,-98.97443941929141,46
1.469300070992629e+09,Doduo,19.60914543247465,-98.97495718325612,84
1.469300056994179e+09,Abra,19.609544163605925,-98.97435312562813,63
1.469300069961038e+09,Doduo,19.60914543247465,-98.97495718325612,84
1.469300456962664e+09,Zubat,19.606798783669245,-98.97582013075926,41
1.469300049963739e+09,Rattata,19.607057975006164,-98.97616531240708,19
1.469300393916534e+09,Rattata,19.60374349691923,-98.97426683205939,19
1.469299959917882e+09,Zubat,19.603467071143342,-98.97426683205939,41
1.469300584920971e+09,Pidgey,19.605926416904246,-98.9766830877143,16
1.469300239921991e+09,Meowth,19.6039079166201,-98.97651049556717,52
1.469300659899029e+09,Pidgey,19.60224338491392,-98.97478459488978,16
